review_id,review_date_time,reviewer_id,region,team_level,policy_area,content_type,content_complexity_score,ai_triage_used,review_time_seconds,decision_accuracy_rate,reviewer_monthly_volume,decision_error_rate,reviews_per_minute
REV000016,2025-08-16 20:40:55,R00016,North America (NA),L2 - Complex,Hate Speech,Video,3,False,200,0.9101,1474,0.08989999999999998,0.3
REV000017,2025-08-21 10:48:11,R00017,Latin America (LATAM),L3 - Policy Expert,Spam & Scams,Video,6,True,234,0.9612,1002,0.038799999999999946,0.2564102564102564
REV000018,2025-08-04 18:51:09,R00018,Latin America (LATAM),L1 - General,Intellectual Property,Video,6,True,189,0.8611,1449,0.13890000000000002,0.31746031746031744
REV000019,2025-08-22 03:06:13,R00019,North America (NA),L2 - Complex,Hate Speech,Livestream,10,True,225,0.8035,2536,0.1965,0.26666666666666666
REV000020,2025-08-10 03:55:43,R00020,Latin America (LATAM),L1 - General,Intellectual Property,Text,4,True,167,0.8265,1576,0.1735,0.3592814371257485
REV000021,2025-08-02 04:42:35,R00021,North America (NA),L1 - General,Hate Speech,Image,3,True,106,0.7992,4027,0.20079999999999998,0.5660377358490566
REV000022,2025-08-15 14:45:52,R00022,Asia-Pacific (APAC),L1 - General,Hate Speech,Image,6,True,145,0.75,1809,0.25,0.41379310344827586
REV000023,2025-08-27 09:52:11,R00023,North America (NA),L1 - General,Violent Content,Video,4,True,145,0.848,1161,0.15200000000000002,0.41379310344827586
REV000024,2025-08-17 03:47:05,R00024,Latin America (LATAM),L1 - General,Hate Speech,Image,6,True,185,0.7939,14562,0.20609999999999995,0.32432432432432434
REV000025,2025-08-18 00:28:05,R00025,North America (NA),L1 - General,Intellectual Property,Text,4,True,130,0.826,534,0.17400000000000004,0.46153846153846156
REV000026,2025-08-12 10:50:36,R00026,Europe (EU),L1 - General,Hate Speech,Text,4,True,168,0.8737,818,0.12629999999999997,0.35714285714285715
REV000027,2025-08-16 03:09:31,R00027,Europe (EU),L2 - Complex,Violent Content,Video,6,False,347,0.9179,675,0.08209999999999995,0.1729106628242075
REV000028,2025-08-30 21:36:24,R00028,North America (NA),L1 - General,Violent Content,Text,4,True,150,0.8379,2704,0.16210000000000002,0.4
REV000029,2025-08-11 14:44:00,R00029,Europe (EU),L3 - Policy Expert,Spam & Scams,Text,4,True,189,0.8635,1565,0.13649999999999995,0.31746031746031744
REV000030,2025-08-18 22:12:42,R00030,North America (NA),L2 - Complex,Hate Speech,Video,6,False,293,0.9533,1908,0.046699999999999964,0.20477815699658702
REV000031,2025-08-27 02:04:42,R00031,Asia-Pacific (APAC),L1 - General,Spam & Scams,Text,5,True,171,0.75,363,0.25,0.3508771929824561
REV000032,2025-08-23 05:11:26,R00032,Latin America (LATAM),L1 - General,Hate Speech,Text,4,True,174,0.9276,694,0.07240000000000002,0.3448275862068966
REV000033,2025-08-08 13:53:31,R00033,Asia-Pacific (APAC),L2 - Complex,Spam & Scams,Video,4,False,203,0.8844,1944,0.11560000000000004,0.2955665024630542
REV000034,2025-08-07 02:23:55,R00034,Asia-Pacific (APAC),L2 - Complex,Intellectual Property,Text,7,True,273,0.9114,1823,0.08860000000000001,0.21978021978021978
REV000035,2025-08-08 12:02:23,R00035,Europe (EU),L2 - Complex,Hate Speech,Video,6,True,204,0.8555,3012,0.14449999999999996,0.29411764705882354
REV000036,2025-08-18 08:55:42,R00036,North America (NA),L2 - Complex,Hate Speech,Image,4,False,202,0.9487,7520,0.05130000000000001,0.297029702970297
REV000037,2025-08-01 18:15:25,R00037,Europe (EU),L1 - General,Violent Content,Image,7,True,174,0.7903,2922,0.2097,0.3448275862068966
REV000038,2025-08-01 23:30:54,R00038,North America (NA),L1 - General,Hate Speech,Text,6,True,141,0.8265,2066,0.1735,0.425531914893617
REV000039,2025-08-12 00:47:57,R00039,Latin America (LATAM),L2 - Complex,Hate Speech,Image,8,True,236,0.8644,1099,0.13560000000000005,0.2542372881355932
REV000040,2025-08-23 14:52:34,R00040,North America (NA),L2 - Complex,Hate Speech,Image,7,True,218,0.9008,528,0.09919999999999995,0.27522935779816515
REV000041,2025-08-28 23:09:42,R00041,Latin America (LATAM),L2 - Complex,Violent Content,Livestream,7,True,199,0.9001,521,0.09989999999999999,0.3015075376884422
REV000042,2025-08-28 10:31:30,R00042,North America (NA),L2 - Complex,Hate Speech,Livestream,4,True,160,0.8391,541,0.16090000000000004,0.375
REV000043,2025-08-29 02:33:08,R00043,Asia-Pacific (APAC),L1 - General,Violent Content,Video,3,False,224,0.7985,2773,0.2015,0.26785714285714285
REV000044,2025-08-07 02:42:58,R00044,North America (NA),L3 - Policy Expert,Violent Content,Image,7,True,270,0.8733,611,0.12670000000000003,0.2222222222222222
REV000045,2025-08-30 22:30:44,R00045,North America (NA),L3 - Policy Expert,Spam & Scams,Video,7,False,261,0.9419,319,0.05810000000000004,0.22988505747126436
REV000046,2025-08-16 02:36:56,R00046,Asia-Pacific (APAC),L1 - General,Intellectual Property,Video,5,True,118,0.8284,2162,0.17159999999999997,0.5084745762711864
REV000047,2025-08-30 18:00:06,R00047,North America (NA),L1 - General,Violent Content,Text,3,True,153,0.8866,1425,0.11339999999999995,0.39215686274509803
REV000048,2025-08-29 07:36:49,R00048,Asia-Pacific (APAC),L1 - General,Hate Speech,Video,6,False,235,0.8509,2830,0.1491,0.2553191489361702
REV000049,2025-08-17 23:08:09,R00049,Europe (EU),L2 - Complex,Hate Speech,Video,6,False,247,0.8674,400,0.13260000000000005,0.242914979757085
REV000050,2025-08-01 18:55:48,R00050,North America (NA),L1 - General,Violent Content,Text,2,True,111,0.8952,3205,0.1048,0.5405405405405406
REV000051,2025-08-22 03:07:45,R00051,Latin America (LATAM),L1 - General,Intellectual Property,Image,6,True,186,0.75,1461,0.25,0.3225806451612903
REV000052,2025-08-03 23:15:08,R00052,Europe (EU),L1 - General,Spam & Scams,Livestream,7,False,207,0.7513,1599,0.24870000000000003,0.2898550724637681
REV000053,2025-08-10 07:13:11,R00053,Asia-Pacific (APAC),L1 - General,Hate Speech,Image,2,True,104,0.7536,593,0.24639999999999995,0.5769230769230769
REV000054,2025-08-11 09:09:02,R00054,Europe (EU),L1 - General,Intellectual Property,Livestream,6,False,181,0.7984,511,0.2016,0.3314917127071823
REV000055,2025-08-26 12:08:02,R00055,Europe (EU),L2 - Complex,Spam & Scams,Image,8,True,259,0.7825,1682,0.21750000000000003,0.23166023166023167
REV000056,2025-08-07 23:52:45,R00056,North America (NA),L2 - Complex,Hate Speech,Image,8,True,257,0.8395,1072,0.16049999999999998,0.23346303501945526
REV000057,2025-08-22 15:42:08,R00057,North America (NA),L2 - Complex,Spam & Scams,Image,1,False,200,0.9457,6249,0.054300000000000015,0.3
REV000058,2025-08-30 14:24:49,R00058,Europe (EU),L2 - Complex,Hate Speech,Text,7,True,266,0.8258,1550,0.17420000000000002,0.22556390977443608
REV000059,2025-08-21 12:36:55,R00059,Europe (EU),L2 - Complex,Violent Content,Image,4,False,265,0.8815,1609,0.11850000000000005,0.22641509433962265
REV000060,2025-08-24 18:59:15,R00060,Europe (EU),L2 - Complex,Hate Speech,Image,4,False,216,0.9614,276,0.03859999999999997,0.2777777777777778
REV000061,2025-08-10 07:51:29,R00061,Asia-Pacific (APAC),L1 - General,Hate Speech,Image,10,False,275,0.9209,835,0.07909999999999995,0.21818181818181817
REV000062,2025-08-18 10:59:09,R00062,Asia-Pacific (APAC),L1 - General,Spam & Scams,Image,5,False,148,0.8025,2895,0.1975,0.40540540540540543
REV000063,2025-08-27 16:23:33,R00063,North America (NA),L1 - General,Spam & Scams,Image,4,True,134,0.819,4084,0.18100000000000005,0.44776119402985076
REV000064,2025-08-16 18:48:35,R00064,North America (NA),L3 - Policy Expert,Hate Speech,Livestream,7,True,269,0.9065,3072,0.09350000000000003,0.22304832713754646
REV000065,2025-08-15 03:00:05,R00065,Europe (EU),L2 - Complex,Hate Speech,Video,8,False,275,0.8533,2250,0.14670000000000005,0.21818181818181817
REV000066,2025-08-04 03:30:36,R00066,North America (NA),L2 - Complex,Violent Content,Image,5,True,213,0.9421,1427,0.05789999999999995,0.28169014084507044
REV000067,2025-08-25 06:05:05,R00067,North America (NA),L3 - Policy Expert,Spam & Scams,Livestream,4,True,211,0.9539,312,0.04610000000000003,0.2843601895734597
REV000068,2025-08-27 14:43:55,R00068,North America (NA),L2 - Complex,Hate Speech,Video,5,True,155,0.807,3632,0.19299999999999995,0.3870967741935484
REV000069,2025-08-03 06:39:29,R00069,Latin America (LATAM),L3 - Policy Expert,Spam & Scams,Video,7,False,331,0.8953,1076,0.10470000000000002,0.18126888217522658
REV000070,2025-08-15 17:15:41,R00070,Asia-Pacific (APAC),L1 - General,Intellectual Property,Image,4,True,133,0.7994,6503,0.2006,0.45112781954887216
REV000071,2025-08-13 02:46:37,R00071,North America (NA),L2 - Complex,Violent Content,Video,7,False,273,0.8317,1046,0.1683,0.21978021978021978
REV000072,2025-08-19 08:06:38,R00072,North America (NA),L2 - Complex,Hate Speech,Image,5,True,178,0.8777,564,0.12229999999999996,0.33707865168539325
REV000073,2025-08-30 22:03:51,R00073,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Image,1,False,167,0.9145,1360,0.08550000000000002,0.3592814371257485
REV000074,2025-08-07 12:51:25,R00074,Europe (EU),L1 - General,Hate Speech,Text,8,True,206,0.8655,1876,0.13449999999999995,0.2912621359223301
REV000075,2025-08-17 05:28:27,R00075,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Video,6,False,277,0.8178,2829,0.18220000000000003,0.21660649819494585
REV000076,2025-08-16 04:22:16,R00076,Latin America (LATAM),L1 - General,Spam & Scams,Image,7,True,176,0.7902,610,0.2098,0.3409090909090909
REV000077,2025-08-12 15:48:13,R00077,Europe (EU),L2 - Complex,Hate Speech,Text,6,False,230,0.8403,2570,0.15969999999999995,0.2608695652173913
REV000078,2025-08-07 17:04:39,R00078,North America (NA),L2 - Complex,Hate Speech,Text,5,True,225,0.9048,692,0.09519999999999995,0.26666666666666666
REV000079,2025-08-01 06:27:27,R00079,Asia-Pacific (APAC),L1 - General,Violent Content,Video,6,True,145,0.789,4836,0.21099999999999997,0.41379310344827586
REV000080,2025-08-13 10:01:16,R00080,Latin America (LATAM),L1 - General,Intellectual Property,Video,5,False,218,0.8777,1853,0.12229999999999996,0.27522935779816515
REV000081,2025-08-16 07:28:25,R00081,Europe (EU),L2 - Complex,Hate Speech,Text,9,True,185,0.8416,876,0.15839999999999999,0.32432432432432434
REV000082,2025-08-21 11:00:40,R00082,Asia-Pacific (APAC),L2 - Complex,Spam & Scams,Video,5,True,149,0.8467,1843,0.1533,0.40268456375838924
REV000083,2025-08-30 06:37:47,R00083,North America (NA),L2 - Complex,Violent Content,Image,9,False,276,0.8451,2597,0.15490000000000004,0.21739130434782608
REV000084,2025-08-15 20:59:20,R00084,Europe (EU),L2 - Complex,Spam & Scams,Video,6,False,243,0.8563,442,0.14370000000000005,0.24691358024691357
REV000085,2025-08-19 15:28:28,R00085,Asia-Pacific (APAC),L2 - Complex,Intellectual Property,Video,1,False,176,0.9572,1620,0.04279999999999995,0.3409090909090909
REV000086,2025-08-22 19:57:02,R00086,Latin America (LATAM),L1 - General,Hate Speech,Video,3,False,167,0.86,2403,0.14,0.3592814371257485
REV000087,2025-08-12 07:52:12,R00087,Europe (EU),L2 - Complex,Violent Content,Text,7,True,218,0.8304,7328,0.16959999999999997,0.27522935779816515
REV000088,2025-08-17 11:57:52,R00088,Asia-Pacific (APAC),L2 - Complex,Spam & Scams,Text,3,False,222,0.9511,2532,0.048900000000000055,0.2702702702702703
REV000089,2025-08-01 13:36:24,R00089,North America (NA),L2 - Complex,Intellectual Property,Video,2,False,250,0.9401,5615,0.05989999999999995,0.24
REV000090,2025-08-28 18:41:10,R00090,North America (NA),L1 - General,Hate Speech,Video,8,True,248,0.7936,5609,0.20640000000000003,0.24193548387096775
REV000091,2025-08-28 08:04:24,R00091,Europe (EU),L1 - General,Hate Speech,Image,2,False,121,0.8134,493,0.1866,0.49586776859504134
REV000092,2025-08-18 09:53:04,R00092,North America (NA),L1 - General,Hate Speech,Video,7,False,213,0.9099,2613,0.09009999999999996,0.28169014084507044
REV000093,2025-08-24 12:54:03,R00093,Europe (EU),L3 - Policy Expert,Spam & Scams,Video,4,False,208,0.8628,3641,0.1372,0.28846153846153844
REV000094,2025-08-26 19:41:59,R00094,North America (NA),L1 - General,Intellectual Property,Video,6,False,241,0.8397,1270,0.1603,0.24896265560165975
REV000095,2025-08-21 06:42:06,R00095,Asia-Pacific (APAC),L1 - General,Violent Content,Video,6,True,150,0.9613,553,0.03869999999999996,0.4
REV000096,2025-08-02 13:52:10,R00096,Asia-Pacific (APAC),L1 - General,Hate Speech,Text,1,False,167,0.8617,1535,0.13829999999999998,0.3592814371257485
REV000097,2025-08-30 20:05:06,R00097,Europe (EU),L1 - General,Hate Speech,Text,4,True,148,0.8398,1799,0.1602,0.40540540540540543
REV000098,2025-08-21 02:31:35,R00098,North America (NA),L2 - Complex,Violent Content,Video,5,True,205,0.8849,1000,0.11509999999999998,0.2926829268292683
REV000099,2025-08-25 10:25:38,R00099,Europe (EU),L2 - Complex,Intellectual Property,Video,6,False,291,0.8625,962,0.13749999999999996,0.20618556701030927
REV000100,2025-08-07 18:49:06,R00100,Latin America (LATAM),L2 - Complex,Spam & Scams,Image,6,False,268,0.8477,1110,0.1523,0.22388059701492538
REV000101,2025-08-25 10:03:38,R00101,Europe (EU),L1 - General,Spam & Scams,Video,5,False,131,0.8706,4067,0.12939999999999996,0.4580152671755725
REV000102,2025-08-26 19:56:25,R00102,North America (NA),L1 - General,Violent Content,Livestream,3,True,111,0.7674,1859,0.23260000000000003,0.5405405405405406
REV000103,2025-08-04 08:16:38,R00103,North America (NA),L2 - Complex,Intellectual Property,Video,6,False,301,0.8882,4893,0.11180000000000001,0.19933554817275748
REV000104,2025-08-22 08:03:20,R00104,North America (NA),L1 - General,Spam & Scams,Video,7,True,189,0.778,858,0.22199999999999998,0.31746031746031744
REV000105,2025-08-13 11:45:11,R00105,North America (NA),L2 - Complex,Hate Speech,Image,6,True,224,0.8623,2794,0.13770000000000004,0.26785714285714285
REV000106,2025-08-12 12:41:47,R00106,Asia-Pacific (APAC),L1 - General,Spam & Scams,Image,5,True,153,0.7756,593,0.22440000000000004,0.39215686274509803
REV000107,2025-08-05 01:34:39,R00107,Asia-Pacific (APAC),L1 - General,Violent Content,Image,4,True,185,0.8157,3943,0.18430000000000002,0.32432432432432434
REV000108,2025-08-22 15:30:30,R00108,North America (NA),L1 - General,Spam & Scams,Livestream,3,True,173,0.8523,1179,0.14770000000000005,0.3468208092485549
REV000109,2025-08-06 15:59:30,R00109,North America (NA),L3 - Policy Expert,Intellectual Property,Image,5,True,256,0.8852,1070,0.11480000000000001,0.234375
REV000110,2025-08-24 17:38:51,R00110,North America (NA),L1 - General,Hate Speech,Image,5,False,198,0.7834,3019,0.21660000000000001,0.30303030303030304
REV000111,2025-08-16 07:08:05,R00111,Latin America (LATAM),L2 - Complex,Spam & Scams,Image,7,True,209,0.8369,2238,0.16310000000000002,0.28708133971291866
REV000112,2025-08-25 13:21:30,R00112,Europe (EU),L2 - Complex,Violent Content,Image,4,True,170,0.8995,1626,0.10050000000000003,0.35294117647058826
REV000113,2025-08-27 14:33:36,R00113,Asia-Pacific (APAC),L1 - General,Intellectual Property,Image,5,False,195,0.8105,2753,0.1895,0.3076923076923077
REV000114,2025-08-06 16:27:14,R00114,Europe (EU),L1 - General,Hate Speech,Image,2,True,139,0.8565,1710,0.14349999999999996,0.4316546762589928
REV000115,2025-08-23 13:11:00,R00115,Europe (EU),L3 - Policy Expert,Spam & Scams,Image,4,False,284,0.9624,1392,0.03759999999999997,0.2112676056338028
REV000116,2025-08-02 14:39:42,R00116,Europe (EU),L1 - General,Hate Speech,Image,4,True,107,0.8488,2272,0.1512,0.5607476635514018
REV000117,2025-08-18 14:31:41,R00117,North America (NA),L2 - Complex,Hate Speech,Text,7,True,239,0.9058,2079,0.09419999999999995,0.2510460251046025
REV000118,2025-08-14 23:15:14,R00118,Europe (EU),L3 - Policy Expert,Hate Speech,Image,8,True,259,0.9315,1025,0.0685,0.23166023166023167
REV000119,2025-08-03 03:07:44,R00119,Europe (EU),L1 - General,Violent Content,Text,3,False,132,0.7785,2277,0.22150000000000003,0.45454545454545453
REV000120,2025-08-03 11:27:00,R00120,North America (NA),L1 - General,Intellectual Property,Video,7,True,180,0.9264,913,0.0736,0.3333333333333333
REV000121,2025-08-23 20:03:10,R00121,North America (NA),L1 - General,Hate Speech,Livestream,6,True,213,0.8365,988,0.16349999999999998,0.28169014084507044
REV000122,2025-08-11 09:17:01,R00122,Europe (EU),L1 - General,Hate Speech,Video,4,True,180,0.8939,2392,0.10609999999999997,0.3333333333333333
REV000123,2025-08-20 14:41:30,R00123,Europe (EU),L1 - General,Hate Speech,Image,3,False,200,0.8439,2907,0.15610000000000002,0.3
REV000124,2025-08-14 12:22:32,R00124,Europe (EU),L2 - Complex,Violent Content,Text,3,True,116,0.8396,2054,0.1604,0.5172413793103449
REV000125,2025-08-27 19:22:01,R00125,Latin America (LATAM),L2 - Complex,Hate Speech,Text,4,False,243,0.9675,3580,0.03249999999999997,0.24691358024691357
REV000126,2025-08-02 10:00:09,R00126,North America (NA),L2 - Complex,Intellectual Property,Image,4,True,162,0.7969,3194,0.20309999999999995,0.37037037037037035
REV000127,2025-08-24 08:11:56,R00127,North America (NA),L3 - Policy Expert,Violent Content,Image,5,True,214,0.9299,2803,0.07010000000000005,0.2803738317757009
REV000128,2025-08-28 04:59:30,R00128,North America (NA),L1 - General,Spam & Scams,Video,4,False,147,0.75,2178,0.25,0.40816326530612246
REV000129,2025-08-09 21:46:38,R00129,Europe (EU),L1 - General,Spam & Scams,Text,7,True,124,0.8589,407,0.1411,0.4838709677419355
REV000130,2025-08-13 17:09:51,R00130,Europe (EU),L1 - General,Spam & Scams,Video,6,True,178,0.8303,767,0.16969999999999996,0.33707865168539325
REV000131,2025-08-11 02:52:51,R00131,Asia-Pacific (APAC),L1 - General,Intellectual Property,Image,5,False,193,0.7947,4462,0.20530000000000004,0.31088082901554404
REV000132,2025-08-17 21:32:13,R00132,North America (NA),L1 - General,Intellectual Property,Livestream,4,False,181,0.8829,2190,0.11709999999999998,0.3314917127071823
REV000133,2025-08-14 08:40:54,R00133,Europe (EU),L1 - General,Hate Speech,Livestream,4,True,139,0.8282,2127,0.17179999999999995,0.4316546762589928
REV000134,2025-08-12 06:25:48,R00134,Asia-Pacific (APAC),L2 - Complex,Intellectual Property,Image,6,False,248,0.9226,147,0.07740000000000002,0.24193548387096775
REV000135,2025-08-15 01:04:35,R00135,Latin America (LATAM),L3 - Policy Expert,Violent Content,Video,5,False,293,0.9324,4409,0.0676,0.20477815699658702
REV000136,2025-08-24 09:38:20,R00136,Latin America (LATAM),L1 - General,Hate Speech,Video,5,True,157,0.789,1379,0.21099999999999997,0.3821656050955414
REV000137,2025-08-12 13:33:58,R00137,Asia-Pacific (APAC),L2 - Complex,Violent Content,Text,7,True,271,0.9197,1627,0.08030000000000004,0.22140221402214022
REV000138,2025-08-23 07:40:34,R00138,Latin America (LATAM),L2 - Complex,Hate Speech,Text,5,False,240,0.8888,1252,0.11119999999999997,0.25
REV000139,2025-08-05 09:33:09,R00139,North America (NA),L1 - General,Violent Content,Video,8,True,198,0.7865,1783,0.21350000000000002,0.30303030303030304
REV000140,2025-08-30 01:57:47,R00140,North America (NA),L1 - General,Spam & Scams,Video,1,False,108,0.8881,2010,0.1119,0.5555555555555556
REV000141,2025-08-01 12:06:25,R00141,North America (NA),L3 - Policy Expert,Hate Speech,Image,2,False,256,0.9599,1242,0.040100000000000025,0.234375
REV000142,2025-08-17 10:25:45,R00142,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Image,9,True,210,0.8622,3578,0.13780000000000003,0.2857142857142857
REV000143,2025-08-26 00:19:56,R00143,Latin America (LATAM),L3 - Policy Expert,Intellectual Property,Livestream,4,False,285,0.9394,1099,0.06059999999999999,0.21052631578947367
REV000144,2025-08-30 09:24:08,R00144,North America (NA),L1 - General,Violent Content,Video,6,True,199,0.8224,4378,0.17759999999999998,0.3015075376884422
REV000145,2025-08-02 06:25:56,R00145,Europe (EU),L1 - General,Hate Speech,Image,8,False,266,0.75,1546,0.25,0.22556390977443608
REV000146,2025-08-19 05:39:17,R00146,Asia-Pacific (APAC),L1 - General,Intellectual Property,Text,6,False,196,0.8224,1458,0.17759999999999998,0.30612244897959184
REV000147,2025-08-24 20:31:23,R00147,Latin America (LATAM),L3 - Policy Expert,Intellectual Property,Text,7,True,249,0.9106,561,0.08940000000000003,0.24096385542168675
REV000148,2025-08-03 07:37:15,R00148,Europe (EU),L1 - General,Hate Speech,Video,6,True,201,0.8378,1899,0.1622,0.29850746268656714
REV000149,2025-08-25 13:44:51,R00149,Latin America (LATAM),L1 - General,Hate Speech,Image,7,False,220,0.7527,1105,0.24729999999999996,0.2727272727272727
REV000150,2025-08-24 06:03:41,R00150,North America (NA),L1 - General,Intellectual Property,Livestream,6,True,179,0.75,2632,0.25,0.33519553072625696
REV000151,2025-08-14 21:44:42,R00151,North America (NA),L1 - General,Hate Speech,Video,6,True,184,0.8065,844,0.1935,0.32608695652173914
REV000152,2025-08-07 06:38:55,R00152,Europe (EU),L1 - General,Violent Content,Livestream,4,True,144,0.8318,13513,0.16820000000000002,0.4166666666666667
REV000153,2025-08-01 21:02:46,R00153,Europe (EU),L2 - Complex,Hate Speech,Video,6,True,189,0.9104,2027,0.08960000000000001,0.31746031746031744
REV000154,2025-08-30 00:07:55,R00154,North America (NA),L1 - General,Spam & Scams,Video,5,True,166,0.8628,960,0.1372,0.3614457831325301
REV000155,2025-08-29 18:06:53,R00155,Asia-Pacific (APAC),L1 - General,Hate Speech,Text,5,True,148,0.75,3254,0.25,0.40540540540540543
REV000156,2025-08-20 16:34:00,R00156,Asia-Pacific (APAC),L1 - General,Violent Content,Text,2,True,131,0.9543,617,0.04569999999999996,0.4580152671755725
REV000157,2025-08-12 09:25:46,R00157,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Video,4,True,179,0.9395,5986,0.0605,0.33519553072625696
REV000158,2025-08-18 09:32:45,R00158,North America (NA),L1 - General,Hate Speech,Video,5,True,160,0.769,2803,0.23099999999999998,0.375
REV000159,2025-08-26 20:50:00,R00159,Europe (EU),L1 - General,Hate Speech,Livestream,8,True,226,0.768,2990,0.23199999999999998,0.26548672566371684
REV000160,2025-08-02 11:32:28,R00160,Europe (EU),L2 - Complex,Hate Speech,Video,4,False,192,0.8894,1280,0.11060000000000003,0.3125
REV000161,2025-08-19 20:11:20,R00161,North America (NA),L1 - General,Intellectual Property,Video,6,True,172,0.8002,730,0.19979999999999998,0.3488372093023256
REV000162,2025-08-05 15:51:30,R00162,Europe (EU),L1 - General,Intellectual Property,Video,8,False,223,0.7751,644,0.2249,0.26905829596412556
REV000163,2025-08-06 18:37:26,R00163,North America (NA),L2 - Complex,Spam & Scams,Text,3,True,162,0.8542,1745,0.14580000000000004,0.37037037037037035
REV000164,2025-08-30 11:53:41,R00164,North America (NA),L1 - General,Violent Content,Livestream,4,True,171,0.8962,3107,0.1038,0.3508771929824561
REV000165,2025-08-01 06:05:59,R00165,Asia-Pacific (APAC),L1 - General,Hate Speech,Video,7,True,180,0.7686,2262,0.23140000000000005,0.3333333333333333
REV000166,2025-08-21 19:39:52,R00166,North America (NA),L2 - Complex,Hate Speech,Video,10,True,256,0.8281,1882,0.17190000000000005,0.234375
REV000167,2025-08-23 14:48:29,R00167,Latin America (LATAM),L2 - Complex,Hate Speech,Image,1,False,106,0.9043,8648,0.09570000000000001,0.5660377358490566
REV000168,2025-08-22 06:45:56,R00168,Europe (EU),L2 - Complex,Spam & Scams,Text,5,False,226,0.8716,984,0.12839999999999996,0.26548672566371684
REV000169,2025-08-03 15:29:36,R00169,Latin America (LATAM),L1 - General,Hate Speech,Text,6,False,196,0.8272,2589,0.17279999999999995,0.30612244897959184
REV000170,2025-08-27 04:36:30,R00170,North America (NA),L1 - General,Intellectual Property,Image,7,True,146,0.83,1303,0.17000000000000004,0.410958904109589
REV000171,2025-08-17 00:30:50,R00171,Europe (EU),L2 - Complex,Spam & Scams,Video,9,False,290,0.9498,3986,0.05020000000000002,0.20689655172413793
REV000172,2025-08-01 16:58:07,R00172,North America (NA),L1 - General,Intellectual Property,Video,4,True,149,0.817,503,0.18300000000000005,0.40268456375838924
REV000173,2025-08-12 17:29:03,R00173,Asia-Pacific (APAC),L1 - General,Violent Content,Video,5,True,170,0.9206,3857,0.07940000000000003,0.35294117647058826
REV000174,2025-08-25 02:24:23,R00174,Europe (EU),L2 - Complex,Violent Content,Video,2,True,190,0.8524,1506,0.14759999999999995,0.3157894736842105
REV000175,2025-08-26 15:26:43,R00175,North America (NA),L1 - General,Hate Speech,Livestream,5,False,199,0.75,2700,0.25,0.3015075376884422
