review_id,review_date_time,reviewer_id,region,team_level,policy_area,content_type,content_complexity_score,ai_triage_used,review_time_seconds,decision_accuracy_rate,reviewer_monthly_volume,decision_error_rate,reviews_per_minute
REV000044,2025-08-07 02:42:58,R00044,North America (NA),L3 - Policy Expert,Violent Content,Image,7,True,256,0.8957,1834,0.1042999999999999,0.234375
REV000045,2025-08-30 22:30:44,R00045,North America (NA),L3 - Policy Expert,Spam & Scams,Video,7,False,340,0.9774,471,0.0225999999999999,0.1764705882352941
REV000046,2025-08-16 02:36:56,R00046,Asia-Pacific (APAC),L1 - General,Intellectual Property,Video,5,True,214,0.8567,511,0.1432999999999999,0.2803738317757009
REV000047,2025-08-30 18:00:06,R00047,North America (NA),L1 - General,Violent Content,Text,3,True,161,0.9012,3659,0.0988,0.3726708074534161
REV000048,2025-08-29 07:36:49,R00048,Asia-Pacific (APAC),L1 - General,Hate Speech,Video,6,False,184,0.8758,3576,0.1241999999999999,0.3260869565217391
REV000049,2025-08-17 23:08:09,R00049,Europe (EU),L2 - Complex,Hate Speech,Video,6,False,240,0.8954,1646,0.1046,0.25
REV000050,2025-08-01 18:55:48,R00050,North America (NA),L1 - General,Violent Content,Text,2,True,170,0.9066,1366,0.0934,0.3529411764705882
REV000051,2025-08-22 03:07:45,R00051,Latin America (LATAM),L1 - General,Intellectual Property,Image,6,True,265,0.7807,3366,0.2193,0.2264150943396226
REV000052,2025-08-03 23:15:08,R00052,Europe (EU),L1 - General,Spam & Scams,Livestream,7,False,214,0.7839,1131,0.2160999999999999,0.2803738317757009
REV000053,2025-08-10 07:13:11,R00053,Asia-Pacific (APAC),L1 - General,Hate Speech,Image,2,True,146,0.7634,1064,0.2366,0.410958904109589
REV000054,2025-08-11 09:09:02,R00054,Europe (EU),L1 - General,Intellectual Property,Livestream,6,False,238,0.8341,856,0.1659,0.2521008403361344
REV000055,2025-08-26 12:08:02,R00055,Europe (EU),L2 - Complex,Spam & Scams,Image,8,True,310,0.8274,4060,0.1725999999999999,0.1935483870967742
REV000056,2025-08-07 23:52:45,R00056,North America (NA),L2 - Complex,Hate Speech,Image,8,True,321,0.8871,3872,0.1129,0.1869158878504672
REV000057,2025-08-22 15:42:08,R00057,North America (NA),L2 - Complex,Spam & Scams,Image,1,False,140,0.9501,4264,0.0499,0.4285714285714285
REV000058,2025-08-30 14:24:49,R00058,Europe (EU),L2 - Complex,Hate Speech,Text,7,True,249,0.8569,7352,0.1431,0.2409638554216867
REV000059,2025-08-21 12:36:55,R00059,Europe (EU),L2 - Complex,Violent Content,Image,4,False,185,0.8981,5467,0.1018999999999999,0.3243243243243243
REV000060,2025-08-24 18:59:15,R00060,Europe (EU),L2 - Complex,Hate Speech,Image,4,False,177,0.9771,1838,0.0229,0.3389830508474576
REV000061,2025-08-10 07:51:29,R00061,Asia-Pacific (APAC),L1 - General,Hate Speech,Image,10,False,262,0.9683,2117,0.0316999999999999,0.2290076335877862
REV000062,2025-08-18 10:59:09,R00062,Asia-Pacific (APAC),L1 - General,Spam & Scams,Image,5,False,195,0.8277,521,0.1723,0.3076923076923077
REV000063,2025-08-27 16:23:33,R00063,North America (NA),L1 - General,Spam & Scams,Image,4,True,127,0.832,1324,0.168,0.4724409448818897
REV000064,2025-08-16 18:48:35,R00064,North America (NA),L3 - Policy Expert,Hate Speech,Livestream,7,True,339,0.9418,1793,0.0582,0.1769911504424778
REV000065,2025-08-15 03:00:05,R00065,Europe (EU),L2 - Complex,Hate Speech,Video,8,False,255,0.886,1382,0.1139999999999999,0.2352941176470588
REV000066,2025-08-04 03:30:36,R00066,North America (NA),L2 - Complex,Violent Content,Image,5,True,244,0.9685,3792,0.0314999999999999,0.2459016393442623
REV000067,2025-08-25 06:05:05,R00067,North America (NA),L3 - Policy Expert,Spam & Scams,Livestream,4,True,293,0.976,1638,0.024,0.204778156996587
REV000068,2025-08-27 14:43:55,R00068,North America (NA),L2 - Complex,Hate Speech,Video,5,True,220,0.8302,747,0.1697999999999999,0.2727272727272727
REV000069,2025-08-03 06:39:29,R00069,Latin America (LATAM),L3 - Policy Expert,Spam & Scams,Video,7,False,361,0.9341,1633,0.0658999999999999,0.1662049861495844
REV000070,2025-08-15 17:15:41,R00070,Asia-Pacific (APAC),L1 - General,Intellectual Property,Image,4,True,152,0.8157,1289,0.1843,0.3947368421052631
REV000071,2025-08-13 02:46:37,R00071,North America (NA),L2 - Complex,Violent Content,Video,7,False,272,0.8671,1948,0.1329,0.2205882352941176
REV000072,2025-08-19 08:06:38,R00072,North America (NA),L2 - Complex,Hate Speech,Image,5,True,194,0.8972,1429,0.1028,0.3092783505154639
REV000073,2025-08-30 22:03:51,R00073,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Image,1,False,187,0.9202,2063,0.0797999999999999,0.320855614973262
REV000074,2025-08-07 12:51:25,R00074,Europe (EU),L1 - General,Hate Speech,Text,8,True,226,0.9018,2942,0.0981999999999999,0.2654867256637168
REV000075,2025-08-17 05:28:27,R00075,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Video,6,False,233,0.8447,3193,0.1553,0.2575107296137339
REV000076,2025-08-16 04:22:16,R00076,Latin America (LATAM),L1 - General,Spam & Scams,Image,7,True,198,0.819,1634,0.181,0.303030303030303
REV000077,2025-08-12 15:48:13,R00077,Europe (EU),L2 - Complex,Hate Speech,Text,6,False,317,0.8813,1132,0.1187,0.1892744479495268
REV000078,2025-08-07 17:04:39,R00078,North America (NA),L2 - Complex,Hate Speech,Text,5,True,194,0.9244,5254,0.0756,0.3092783505154639
REV000079,2025-08-01 06:27:27,R00079,Asia-Pacific (APAC),L1 - General,Violent Content,Video,6,True,201,0.8172,865,0.1827999999999999,0.2985074626865671
REV000080,2025-08-13 10:01:16,R00080,Latin America (LATAM),L1 - General,Intellectual Property,Video,5,False,187,0.9014,3355,0.0986,0.320855614973262
REV000081,2025-08-16 07:28:25,R00081,Europe (EU),L2 - Complex,Hate Speech,Text,9,True,270,0.8777,349,0.1222999999999999,0.2222222222222222
REV000082,2025-08-21 11:00:40,R00082,Asia-Pacific (APAC),L2 - Complex,Spam & Scams,Video,5,True,182,0.8645,637,0.1354999999999999,0.3296703296703296
REV000083,2025-08-30 06:37:47,R00083,North America (NA),L2 - Complex,Violent Content,Image,9,False,284,0.8847,945,0.1152999999999999,0.2112676056338028
REV000084,2025-08-15 20:59:20,R00084,Europe (EU),L2 - Complex,Spam & Scams,Video,6,False,271,0.8896,1502,0.1104,0.2214022140221402
REV000085,2025-08-19 15:28:28,R00085,Asia-Pacific (APAC),L2 - Complex,Intellectual Property,Video,1,False,193,0.963,2519,0.037,0.310880829015544
REV000086,2025-08-22 19:57:02,R00086,Latin America (LATAM),L1 - General,Hate Speech,Video,3,False,173,0.8758,1951,0.1241999999999999,0.3468208092485549
REV000087,2025-08-12 07:52:12,R00087,Europe (EU),L2 - Complex,Violent Content,Text,7,True,208,0.8536,1958,0.1463999999999999,0.2884615384615384
REV000088,2025-08-17 11:57:52,R00088,Asia-Pacific (APAC),L2 - Complex,Spam & Scams,Text,3,False,189,0.9654,3135,0.0345999999999999,0.3174603174603174
REV000089,2025-08-01 13:36:24,R00089,North America (NA),L2 - Complex,Intellectual Property,Video,2,False,250,0.954,8598,0.046,0.24
REV000090,2025-08-28 18:41:10,R00090,North America (NA),L1 - General,Hate Speech,Video,8,True,235,0.8323,11740,0.1676999999999999,0.2553191489361702
REV000091,2025-08-28 08:04:24,R00091,Europe (EU),L1 - General,Hate Speech,Image,2,False,117,0.8213,840,0.1786999999999999,0.5128205128205128
REV000092,2025-08-18 09:53:04,R00092,North America (NA),L1 - General,Hate Speech,Video,7,False,202,0.9398,1329,0.0602,0.297029702970297
REV000093,2025-08-24 12:54:03,R00093,Europe (EU),L3 - Policy Expert,Spam & Scams,Video,4,False,245,0.8806,606,0.1193999999999999,0.2448979591836734
REV000094,2025-08-26 19:41:59,R00094,North America (NA),L1 - General,Intellectual Property,Video,6,False,231,0.8739,4225,0.1261,0.2597402597402597
REV000095,2025-08-21 06:42:06,R00095,Asia-Pacific (APAC),L1 - General,Violent Content,Video,6,True,192,0.9877,1020,0.0122999999999999,0.3125
REV000096,2025-08-02 13:52:10,R00096,Asia-Pacific (APAC),L1 - General,Hate Speech,Text,1,False,171,0.8679,4295,0.1321,0.3508771929824561
REV000097,2025-08-30 20:05:06,R00097,Europe (EU),L1 - General,Hate Speech,Text,4,True,167,0.8581,2134,0.1419,0.3592814371257485
REV000098,2025-08-21 02:31:35,R00098,North America (NA),L2 - Complex,Violent Content,Video,5,True,241,0.9109,3046,0.0890999999999999,0.2489626556016597
REV000099,2025-08-25 10:25:38,R00099,Europe (EU),L2 - Complex,Intellectual Property,Video,6,False,215,0.8863,4310,0.1137,0.2790697674418604
REV000100,2025-08-07 18:49:06,R00100,Latin America (LATAM),L2 - Complex,Spam & Scams,Image,6,False,285,0.8833,2589,0.1167,0.2105263157894736
REV000101,2025-08-25 10:03:38,R00101,Europe (EU),L1 - General,Spam & Scams,Video,5,False,201,0.8967,333,0.1032999999999999,0.2985074626865671
REV000102,2025-08-26 19:56:25,R00102,North America (NA),L1 - General,Violent Content,Livestream,3,True,234,0.7893,905,0.2107,0.2564102564102564
REV000103,2025-08-04 08:16:38,R00103,North America (NA),L2 - Complex,Intellectual Property,Video,6,False,249,0.9178,5443,0.0822,0.2409638554216867
REV000104,2025-08-22 08:03:20,R00104,North America (NA),L1 - General,Spam & Scams,Video,7,True,201,0.8075,2457,0.1925,0.2985074626865671
REV000105,2025-08-13 11:45:11,R00105,North America (NA),L2 - Complex,Hate Speech,Image,6,True,256,0.8931,3370,0.1069,0.234375
REV000106,2025-08-12 12:41:47,R00106,Asia-Pacific (APAC),L1 - General,Spam & Scams,Image,5,True,176,0.7975,1636,0.2025,0.3409090909090909
REV000107,2025-08-05 01:34:39,R00107,Asia-Pacific (APAC),L1 - General,Violent Content,Image,4,True,219,0.841,7168,0.159,0.273972602739726
REV000108,2025-08-22 15:30:30,R00108,North America (NA),L1 - General,Spam & Scams,Livestream,3,True,72,0.858,7221,0.142,0.8333333333333334
REV000109,2025-08-06 15:59:30,R00109,North America (NA),L3 - Policy Expert,Intellectual Property,Image,5,True,303,0.9115,2963,0.0885,0.198019801980198
REV000110,2025-08-24 17:38:51,R00110,North America (NA),L1 - General,Hate Speech,Image,5,False,204,0.81,1962,0.1899999999999999,0.2941176470588235
REV000111,2025-08-16 07:08:05,R00111,Latin America (LATAM),L2 - Complex,Spam & Scams,Image,7,True,238,0.8658,1521,0.1341999999999999,0.2521008403361344
REV000112,2025-08-25 13:21:30,R00112,Europe (EU),L2 - Complex,Violent Content,Image,4,True,254,0.9238,1683,0.0762,0.2362204724409448
REV000113,2025-08-27 14:33:36,R00113,Asia-Pacific (APAC),L1 - General,Intellectual Property,Image,5,False,215,0.8389,1828,0.1611,0.2790697674418604
REV000114,2025-08-06 16:27:14,R00114,Europe (EU),L1 - General,Hate Speech,Image,2,True,158,0.867,3443,0.133,0.379746835443038
REV000115,2025-08-23 13:11:00,R00115,Europe (EU),L3 - Policy Expert,Spam & Scams,Image,4,False,184,0.9748,2356,0.0252,0.3260869565217391
REV000116,2025-08-02 14:39:42,R00116,Europe (EU),L1 - General,Hate Speech,Image,4,True,148,0.8646,537,0.1353999999999999,0.4054054054054054
REV000117,2025-08-18 14:31:41,R00117,North America (NA),L2 - Complex,Hate Speech,Text,7,True,340,0.9545,3486,0.0454999999999999,0.1764705882352941
REV000118,2025-08-14 23:15:14,R00118,Europe (EU),L3 - Policy Expert,Hate Speech,Image,8,True,360,0.9715,963,0.0284999999999999,0.1666666666666666
REV000119,2025-08-03 03:07:44,R00119,Europe (EU),L1 - General,Violent Content,Text,3,False,207,0.7977,765,0.2023,0.2898550724637681
REV000120,2025-08-03 11:27:00,R00120,North America (NA),L1 - General,Intellectual Property,Video,7,True,181,0.9513,1863,0.0486999999999999,0.3314917127071823
REV000121,2025-08-23 20:03:10,R00121,North America (NA),L1 - General,Hate Speech,Livestream,6,True,180,0.8606,8106,0.1393999999999999,0.3333333333333333
REV000122,2025-08-11 09:17:01,R00122,Europe (EU),L1 - General,Hate Speech,Video,4,True,165,0.912,6170,0.0879999999999999,0.3636363636363636
REV000123,2025-08-20 14:41:30,R00123,Europe (EU),L1 - General,Hate Speech,Image,3,False,174,0.8599,4622,0.1401,0.3448275862068966
REV000124,2025-08-14 12:22:32,R00124,Europe (EU),L2 - Complex,Violent Content,Text,3,True,234,0.8577,559,0.1422999999999999,0.2564102564102564
REV000125,2025-08-27 19:22:01,R00125,Latin America (LATAM),L2 - Complex,Hate Speech,Text,4,False,197,0.9855,3306,0.0144999999999999,0.3045685279187817
REV000126,2025-08-02 10:00:09,R00126,North America (NA),L2 - Complex,Intellectual Property,Image,4,True,281,0.8241,1358,0.1758999999999999,0.2135231316725978
REV000127,2025-08-24 08:11:56,R00127,North America (NA),L3 - Policy Expert,Violent Content,Image,5,True,318,0.9578,1173,0.0422,0.1886792452830188
REV000128,2025-08-28 04:59:30,R00128,North America (NA),L1 - General,Spam & Scams,Video,4,False,168,0.75,761,0.25,0.3571428571428571
REV000129,2025-08-09 21:46:38,R00129,Europe (EU),L1 - General,Spam & Scams,Text,7,True,224,0.8938,287,0.1061999999999999,0.2678571428571428
REV000130,2025-08-13 17:09:51,R00130,Europe (EU),L1 - General,Spam & Scams,Video,6,True,207,0.8598,2546,0.1402,0.2898550724637681
REV000131,2025-08-11 02:52:51,R00131,Asia-Pacific (APAC),L1 - General,Intellectual Property,Image,5,False,195,0.8197,1755,0.1803,0.3076923076923077
REV000132,2025-08-17 21:32:13,R00132,North America (NA),L1 - General,Intellectual Property,Livestream,4,False,160,0.9003,1864,0.0997,0.375
REV000133,2025-08-14 08:40:54,R00133,Europe (EU),L1 - General,Hate Speech,Livestream,4,True,168,0.8467,1570,0.1533,0.3571428571428571
REV000134,2025-08-12 06:25:48,R00134,Asia-Pacific (APAC),L2 - Complex,Intellectual Property,Image,6,False,239,0.9506,1655,0.0494,0.2510460251046025
REV000135,2025-08-15 01:04:35,R00135,Latin America (LATAM),L3 - Policy Expert,Violent Content,Video,5,False,274,0.9553,1848,0.0446999999999999,0.218978102189781
REV000136,2025-08-24 09:38:20,R00136,Latin America (LATAM),L1 - General,Hate Speech,Video,5,True,201,0.815,1911,0.185,0.2985074626865671
REV000137,2025-08-12 13:33:58,R00137,Asia-Pacific (APAC),L2 - Complex,Violent Content,Text,7,True,282,0.9571,8538,0.0429,0.2127659574468085
REV000138,2025-08-23 07:40:34,R00138,Latin America (LATAM),L2 - Complex,Hate Speech,Text,5,False,245,0.9153,2088,0.0847,0.2448979591836734
REV000139,2025-08-05 09:33:09,R00139,North America (NA),L1 - General,Violent Content,Video,8,True,250,0.8294,2224,0.1705999999999999,0.24
REV000140,2025-08-30 01:57:47,R00140,North America (NA),L1 - General,Spam & Scams,Video,1,False,129,0.8929,894,0.1070999999999999,0.4651162790697674
REV000141,2025-08-01 12:06:25,R00141,North America (NA),L3 - Policy Expert,Hate Speech,Image,2,False,216,0.9695,3190,0.0304999999999999,0.2777777777777778
REV000142,2025-08-17 10:25:45,R00142,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Image,9,True,253,0.8942,691,0.1058,0.2371541501976284
REV000143,2025-08-26 00:19:56,R00143,Latin America (LATAM),L3 - Policy Expert,Intellectual Property,Livestream,4,False,239,0.9567,2384,0.0433,0.2510460251046025
REV000144,2025-08-30 09:24:08,R00144,North America (NA),L1 - General,Violent Content,Video,6,True,215,0.8535,5240,0.1464999999999999,0.2790697674418604
REV000145,2025-08-02 06:25:56,R00145,Europe (EU),L1 - General,Hate Speech,Image,8,False,226,0.7826,3644,0.2174,0.2654867256637168
REV000146,2025-08-19 05:39:17,R00146,Asia-Pacific (APAC),L1 - General,Intellectual Property,Text,6,False,185,0.8475,1246,0.1524999999999999,0.3243243243243243
REV000147,2025-08-24 20:31:23,R00147,Latin America (LATAM),L3 - Policy Expert,Intellectual Property,Text,7,True,464,0.9654,1145,0.0345999999999999,0.1293103448275862
REV000148,2025-08-03 07:37:15,R00148,Europe (EU),L1 - General,Hate Speech,Video,6,True,231,0.8721,5471,0.1279,0.2597402597402597
REV000149,2025-08-25 13:44:51,R00149,Latin America (LATAM),L1 - General,Hate Speech,Image,7,False,243,0.7922,1621,0.2077999999999999,0.2469135802469135
REV000150,2025-08-24 06:03:41,R00150,North America (NA),L1 - General,Intellectual Property,Livestream,6,True,178,0.75,2617,0.25,0.3370786516853932
REV000151,2025-08-14 21:44:42,R00151,North America (NA),L1 - General,Hate Speech,Video,6,True,201,0.8348,3139,0.1652,0.2985074626865671
REV000152,2025-08-07 06:38:55,R00152,Europe (EU),L1 - General,Violent Content,Livestream,4,True,149,0.8477,1863,0.1523,0.4026845637583892
REV000153,2025-08-01 21:02:46,R00153,Europe (EU),L2 - Complex,Hate Speech,Video,6,True,239,0.9383,1300,0.0616999999999999,0.2510460251046025
REV000154,2025-08-30 00:07:55,R00154,North America (NA),L1 - General,Spam & Scams,Video,5,True,198,0.8884,2557,0.1116,0.303030303030303
REV000155,2025-08-29 18:06:53,R00155,Asia-Pacific (APAC),L1 - General,Hate Speech,Text,5,True,205,0.75,1394,0.25,0.2926829268292683
REV000156,2025-08-20 16:34:00,R00156,Asia-Pacific (APAC),L1 - General,Violent Content,Text,2,True,161,0.965,2633,0.035,0.3726708074534161
REV000157,2025-08-12 09:25:46,R00157,Asia-Pacific (APAC),L2 - Complex,Hate Speech,Video,4,True,212,0.959,2148,0.041,0.2830188679245283
REV000158,2025-08-18 09:32:45,R00158,North America (NA),L1 - General,Hate Speech,Video,5,True,183,0.7922,2132,0.2077999999999999,0.3278688524590163
REV000159,2025-08-26 20:50:00,R00159,Europe (EU),L1 - General,Hate Speech,Livestream,8,True,223,0.8036,5700,0.1964,0.2690582959641255
REV000160,2025-08-02 11:32:28,R00160,Europe (EU),L2 - Complex,Hate Speech,Video,4,False,216,0.9094,1079,0.0906,0.2777777777777778
REV000161,2025-08-19 20:11:20,R00161,North America (NA),L1 - General,Intellectual Property,Video,6,True,215,0.8313,2079,0.1686999999999999,0.2790697674418604
REV000162,2025-08-05 15:51:30,R00162,Europe (EU),L1 - General,Intellectual Property,Video,8,False,258,0.8199,1164,0.1801,0.2325581395348837
REV000163,2025-08-06 18:37:26,R00163,North America (NA),L2 - Complex,Spam & Scams,Text,3,True,185,0.8681,2047,0.1319,0.3243243243243243
REV000164,2025-08-30 11:53:41,R00164,North America (NA),L1 - General,Violent Content,Livestream,4,True,176,0.9157,4482,0.0843,0.3409090909090909
REV000165,2025-08-01 06:05:59,R00165,Asia-Pacific (APAC),L1 - General,Hate Speech,Video,7,True,187,0.7948,1868,0.2052,0.320855614973262
REV000166,2025-08-21 19:39:52,R00166,North America (NA),L2 - Complex,Hate Speech,Video,10,True,305,0.8728,1676,0.1271999999999999,0.1967213114754098
REV000167,2025-08-23 14:48:29,R00167,Latin America (LATAM),L2 - Complex,Hate Speech,Image,1,False,204,0.9105,522,0.0895,0.2941176470588235
REV000168,2025-08-22 06:45:56,R00168,Europe (EU),L2 - Complex,Spam & Scams,Text,5,False,151,0.8853,1516,0.1147,0.3973509933774834
REV000169,2025-08-03 15:29:36,R00169,Latin America (LATAM),L1 - General,Hate Speech,Text,6,False,207,0.8567,1261,0.1432999999999999,0.2898550724637681
REV000170,2025-08-27 04:36:30,R00170,North America (NA),L1 - General,Intellectual Property,Image,7,True,222,0.8643,595,0.1357,0.2702702702702703
REV000171,2025-08-17 00:30:50,R00171,Europe (EU),L2 - Complex,Spam & Scams,Video,9,False,285,0.9896,1284,0.0103999999999999,0.2105263157894736
REV000172,2025-08-01 16:58:07,R00172,North America (NA),L1 - General,Intellectual Property,Video,4,True,125,0.8298,2177,0.1702,0.48
REV000173,2025-08-12 17:29:03,R00173,Asia-Pacific (APAC),L1 - General,Violent Content,Video,5,True,189,0.9448,2903,0.0552,0.3174603174603174
REV000174,2025-08-25 02:24:23,R00174,Europe (EU),L2 - Complex,Violent Content,Video,2,True,207,0.8639,6660,0.1361,0.2898550724637681
REV000175,2025-08-26 15:26:43,R00175,North America (NA),L1 - General,Hate Speech,Livestream,5,False,212,0.7655,2065,0.2345,0.2830188679245283
REV000176,2025-08-18 07:36:16,R00176,Asia-Pacific (APAC),L2 - Complex,Violent Content,Video,6,True,247,0.8896,13562,0.1104,0.242914979757085
REV000177,2025-08-22 19:53:33,R00177,Europe (EU),L1 - General,Intellectual Property,Text,9,True,294,0.7907,1255,0.2093,0.2040816326530612
REV000178,2025-08-06 02:09:52,R00178,North America (NA),L1 - General,Hate Speech,Image,8,False,250,0.8764,1239,0.1236,0.24
